21,Alfred - Interlude,Eminem,3303161,https://open.spotify.com/track/4EmunTy7kNBYQivOa8F6b8
22,Little Engine,Eminem,3288905,https://open.spotify.com/track/4qNWEOMyexn7b8Icyk29t9
23,223's (feat. 9lokknine),YNW Melly,3271652,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
24,Farewell,Eminem,3246234,https://open.spotify.com/track/74gykWHknHDrg4eMdcmdRq
25,Never Love Again,Eminem,3241215,https://open.spotify.com/track/40YbWniIEmqy6s58fYXLUh
26,"10,000 Hours (with Justin Bieber)",Dan + Shay,3158397,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
27,Money In The Grave (Drake ft. Rick Ross),Drake,3148064,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
28,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,3133877,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m
29,ORANGE SODA,Baby Keem,3121997,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD
30,Start Wit Me (feat. Gunna),Roddy Ricch,3109410,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu
31,Without Me,Halsey,3074130,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
32,Graveyard,Halsey,3045080,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67
33,me & ur ghost,blackbear,3043643,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440
34,GOODMORNINGTOKYO!,TOKYO’S REVENGE,3002820,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
35,MIDDLE CHILD,J. Cole,2981248,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
36,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,2951951,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
37,Truth Hurts,Lizzo,2933648,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
38,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",Eminem,2931349,https://open.spotify.com/track/3CJbxqRQ0JNCqboWDNUUeX
39,Death,Trippie Redd,2918482,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y
40,Still Learning,Halsey,2910638,https://open.spotify.com/track/2Mfv5HaqnI18Q9JRv9hqnn
41,No Guidance (feat. Drake),Chris Brown,2883744,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
42,Make No Sense,YoungBoy Never Broke Again,2857069,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I
43,If The World Was Ending (feat. Julia Michaels),JP Saxe,2847976,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
44,Goodbyes (Feat. Young Thug),Post Malone,2842081,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
45,July,Noah Cyrus,2800405,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
46,FML,Arizona Zervas,2788169,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf
47,Stuck In A Dream (feat. Gunna),Lil Mosey,2780686,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
48,Señorita,Shawn Mendes,2774584,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
49,Yellow Hearts,Ant Saunders,2759484,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
50,Peta (feat. Meek Mill),Roddy Ricch,2740799,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4
